"Month Name","Agency","Description","Borough","# of Incidents","Response Times"
"2025 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Staten Island","1,068","51.97"
"2025 / 06","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Unspecified","2","510.00"
"2025 / 06","EMS","Average response time to life threatening medical emergencies by ambulance units","Unspecified","38","806.82"
"2025 / 06","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Unspecified","127","1,204.72"
"2025 / 06","EMS","Percentage of response time of less than 10 minutes to Advanced Life Support medical emergencies by Advanced Life Support ambulances","Unspecified","13","46.15"
"2025 / 06","FDNY","Average response time to structural fires","Brooklyn","292","270.04"
"2025 / 06","FDNY","Average response time to non-structural fires","Brooklyn","303","399.58"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Brooklyn","9,104","619.83"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Brooklyn","4,417","539.85"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Brooklyn","595","53.61"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Brooklyn","595","43.53"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Brooklyn","595","2.52"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Brooklyn","595","0.34"
"2025 / 06","FDNY","Average response time to structural fires","Bronx","261","334.52"
"2025 / 06","FDNY","Average response time to non-structural fires","Bronx","95","425.27"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Bronx","7,034","793.79"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Bronx","2,758","734.89"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Bronx","356","35.39"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Bronx","356","61.24"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Bronx","356","3.09"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Bronx","356","0.28"
"2025 / 06","FDNY","Average response time to structural fires","Manhattan","182","307.28"
"2025 / 06","FDNY","Average response time to non-structural fires","Manhattan","161","390.45"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Manhattan","7,372","653.59"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Manhattan","3,305","644.08"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Manhattan","343","39.36"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Manhattan","343","56.85"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Manhattan","343","3.21"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Manhattan","343","0.58"
"2025 / 06","FDNY","Average response time to structural fires","Queens","206","311.59"
"2025 / 06","FDNY","Average response time to non-structural fires","Queens","207","403.89"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Queens","6,306","683.85"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Queens","3,284","583.29"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Queens","413","37.05"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Queens","413","58.35"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Queens","413","4.36"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Queens","413","0.24"
"2025 / 06","FDNY","Average response time to structural fires","Staten Island","41","312.07"
"2025 / 06","FDNY","Average response time to non-structural fires","Staten Island","39","387.05"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Staten Island","1,555","587.32"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Staten Island","806","511.07"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Staten Island","80","37.50"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Staten Island","80","60.00"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Staten Island","80","2.50"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Staten Island","80","0.00"
"2025 / 06","FDNY","Average response time to structural fires","Unspecified","1","264.00"
"2025 / 06","FDNY","Average response time to non-structural fires","Unspecified","2","467.00"
"2025 / 06","FDNY","Average response time to non-fire emergencies","Unspecified","42","751.12"
"2025 / 06","FDNY","Average response time to life threatening medical emergencies by fire units","Unspecified","10","587.20"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units less than 5 minutes","Unspecified","3","33.33"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 5 and 10 minutes","Unspecified","3","66.67"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units between 10 and 20 minutes","Unspecified","3","0.00"
"2025 / 06","FDNY","Percentage of response time to structural and non-structural fires by fire units more than 20 minutes","Unspecified","3","0.00"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Brooklyn","14,357","573.60"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Bronx","11,498","722.58"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Manhattan","11,964","678.43"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Queens","10,363","625.61"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Staten Island","2,296","558.08"
"2025 / 05","Aggregate","Combined average response time to life threatening medical emergencies by ambulance and fire units","Unspecified","62","737.62"
"2025 / 05","EMS","Average response time to segment 1 medical emergencies, as defined by the department, including cardiac arrest and choking incidents by ambulance units","Brooklyn","665","508.46"
"2025 / 05","EMS","Average response time to life threatening medical emergencies by ambulance units","Brooklyn","13,497","620.02"
"2025 / 05","EMS","Average response time to life threatening and non-life threatening medical emergencies by ambulance units combined","Brooklyn","28,053","871.50"
